task_id_list	courier_id	total_score	willingness
T0000	C0005	1.000000	0.401901
T0000	C0036	5.129789	0.482170
T0000	C0034	6.403544	0.436444
T0000	C0015	7.553575	0.506299
T0000	C0022	9.196107	0.520711
T0000	C0025	9.882252	0.553138
T0000	C0012	10.773247	0.472109
T0000	C0041	9.994380	0.406526
T0000	C0006	12.785925	0.529288
T0000	C0033	10.537230	0.444926
T0000	C0050	11.518114	0.426443
T0000	C0004	12.308301	0.465954
T0000	C0020	13.677419	0.500739
T0000	C0051	11.751770	0.413946
T0000	C0008	10.783576	0.297633
T0000	C0042	16.080053	0.567948
T0000	C0017	14.885270	0.442108
T0000	C0030	14.875241	0.394431
T0000	C0013	17.721232	0.451287
T0000	C0016	15.338489	0.386045
T0000	C0026	18.280491	0.498411
T0000	C0029	16.010114	0.345135
T0000	C0010	20.317861	0.488775
T0000	C0035	17.386189	0.346187
T0000	C0002	21.384533	0.490778
T0000	C0014	20.122636	0.390766
T0000	C0040	21.251443	0.379302
T0000	C0027	22.620682	0.445327
T0000	C0024	21.813810	0.361978
T0000	C0021	21.902228	0.375259
T0000	C0011	22.871999	0.380229
T0000	C0031	24.611708	0.458397
T0000	C0001	25.313694	0.432011
T0000	C0009	25.657859	0.474961
T0000	C0044	26.444484	0.433261
T0001	C0027	1.000000	0.407559
T0001	C0022	2.043792	0.417935
T0001	C0031	3.514587	0.553309
T0001	C0006	3.048406	0.479524
T0001	C0013	2.990171	0.434545
T0001	C0017	8.874786	0.478663
T0001	C0011	7.257404	0.429488
T0001	C0036	10.729391	0.518877
T0001	C0041	8.992375	0.491552
T0001	C0050	10.948782	0.577544
T0001	C0033	8.778422	0.467445
T0001	C0012	10.967462	0.428359
T0001	C0049	12.096988	0.513566
T0001	C0007	10.404584	0.401853
T0001	C0019	13.797004	0.554856
T0001	C0035	14.626407	0.493597
T0001	C0020	14.646896	0.539113
T0001	C0016	11.930203	0.388988
T0001	C0028	14.544005	0.497187
T0001	C0042	14.999538	0.470754
T0001	C0046	14.458518	0.433053
T0001	C0021	14.317533	0.411678
T0001	C0045	14.437291	0.367820
T0001	C0048	16.520937	0.482607
T0001	C0026	15.083892	0.448206
T0001	C0005	16.585626	0.486202
T0001	C0002	15.692349	0.435583
T0001	C0015	17.813394	0.479377
T0001	C0039	16.979267	0.412751
T0001	C0018	18.856414	0.482386
T0001	C0025	18.678212	0.521553
T0001	C0008	18.566201	0.478210
T0001	C0014	19.133272	0.415728
T0001	C0037	19.106904	0.437783
T0001	C0029	18.955094	0.466718
T0002	C0031	1.000000	0.538687
T0002	C0002	1.000000	0.443820
T0002	C0033	2.386435	0.436370
T0002	C0009	3.447836	0.537036
T0002	C0050	5.776006	0.459731
T0002	C0022	5.500784	0.503722
T0002	C0051	5.826347	0.457808
T0002	C0016	10.587947	0.692184
T0002	C0048	3.877594	0.322888
T0002	C0006	5.690274	0.361515
T0002	C0047	9.260503	0.529105
T0002	C0046	8.140574	0.455403
T0002	C0007	6.988182	0.423265
T0002	C0011	10.429726	0.522564
T0002	C0027	8.755723	0.447749
T0002	C0003	9.462448	0.534818
T0002	C0039	10.833432	0.494643
T0002	C0029	9.783580	0.439489
T0002	C0023	12.061019	0.565699
T0002	C0049	11.873792	0.561959
T0002	C0012	10.783177	0.494774
T0002	C0035	13.778335	0.652265
T0002	C0036	11.997144	0.482803
T0002	C0028	12.049281	0.492567
T0002	C0024	12.404148	0.481405
T0002	C0013	12.661433	0.501197
T0002	C0018	10.288566	0.339840
T0002	C0042	11.414922	0.426797
T0002	C0041	13.372154	0.468736
T0002	C0026	11.512345	0.418602
T0002	C0038	13.805596	0.533851
T0002	C0032	17.530650	0.605687
T0002	C0017	13.578598	0.411121
T0002	C0000	12.622646	0.354298
T0002	C0021	15.792293	0.542049
T0002	C0030	16.310616	0.479001
T0002	C0045	17.528273	0.540665
T0002	C0043	18.237151	0.588204
T0003	C0050	6.090635	0.475451
T0003	C0016	8.132246	0.493099
T0003	C0029	7.430294	0.469428
T0003	C0036	7.786454	0.468850
T0003	C0017	10.545042	0.598092
T0003	C0034	6.667559	0.397119
T0003	C0026	11.354965	0.594087
T0003	C0042	10.158569	0.477360
T0003	C0006	10.650693	0.453529
T0003	C0037	12.236701	0.493033
T0003	C0013	10.500576	0.437523
T0003	C0019	12.613994	0.536049
T0003	C0002	12.590289	0.588294
T0003	C0022	12.076415	0.443792
T0003	C0051	10.042742	0.366800
T0003	C0007	11.117155	0.408822
T0003	C0031	12.260612	0.492462
T0003	C0012	11.439795	0.366547
T0003	C0041	12.375943	0.443610
T0003	C0014	13.195481	0.479136
T0003	C0025	13.485753	0.389189
T0003	C0045	14.491957	0.513427
T0003	C0027	14.037066	0.467825
T0003	C0011	12.745044	0.362398
T0003	C0049	16.166865	0.488864
T0003	C0010	14.977666	0.434916
T0003	C0009	14.605478	0.383596
T0003	C0033	19.872710	0.585476
T0003	C0038	18.088227	0.470297
T0003	C0003	18.237769	0.426378
T0003	C0030	16.910484	0.287574
T0003	C0035	20.164519	0.471958
T0003	C0008	19.269349	0.435831
T0003	C0021	19.967037	0.439992
T0004	C0019	1.681131	0.641636
T0004	C0049	2.527628	0.603593
T0004	C0002	4.032307	0.554574
T0004	C0007	3.794187	0.481011
T0004	C0031	6.230415	0.600469
T0004	C0037	7.034570	0.502833
T0004	C0009	6.817875	0.537029
T0004	C0033	5.723544	0.342365
T0004	C0050	9.074246	0.483181
T0004	C0021	10.084540	0.485114
