task_id_list	courier_id	total_score	willingness
T0000	C0022	1.875196	0.471226
T0000	C0026	2.920410	0.497419
T0000	C0017	6.719275	0.501429
T0000	C0027	8.977989	0.577112
T0000	C0013	7.210247	0.510040
T0000	C0023	6.878130	0.463092
T0000	C0018	7.761089	0.465503
T0000	C0004	8.693635	0.543663
T0000	C0019	9.332976	0.533668
T0000	C0037	11.116156	0.547081
T0000	C0001	9.533058	0.476794
T0000	C0024	10.726817	0.499264
T0000	C0006	10.650052	0.455106
T0000	C0031	11.785624	0.421958
T0000	C0040	10.253825	0.308006
T0000	C0025	10.687912	0.306772
T0000	C0010	12.341425	0.442439
T0000	C0003	14.448994	0.509321
T0000	C0015	14.298951	0.471643
T0000	C0030	16.957216	0.550331
T0000	C0032	13.196899	0.357518
T0000	C0008	15.697121	0.418907
T0000	C0038	14.678373	0.402276
T0000	C0020	16.450070	0.467181
T0000	C0033	18.540353	0.577259
T0000	C0028	17.508589	0.450449
T0000	C0002	18.421284	0.419249
T0000	C0000	19.655403	0.532769
T0000	C0021	20.271658	0.480186
T0000	C0005	20.289677	0.464942
T0000	C0043	21.384672	0.465580
T0000	C0034	21.561646	0.385745
T0000	C0016	21.436404	0.372416
T0001	C0012	6.727055	0.579714
T0001	C0038	7.597081	0.516321
T0001	C0021	10.546184	0.505201
T0001	C0020	13.939157	0.512709
T0001	C0031	14.046539	0.608065
T0001	C0040	12.333025	0.452852
T0001	C0044	12.024505	0.356389
T0001	C0043	16.298357	0.506891
T0001	C0015	14.045754	0.427087
T0001	C0017	16.489298	0.486384
T0001	C0018	15.569640	0.384233
T0001	C0023	15.192448	0.386924
T0001	C0030	19.179369	0.559484
T0001	C0000	15.603428	0.375172
T0001	C0005	16.290106	0.316013
T0001	C0029	19.484901	0.451259
T0001	C0028	17.454762	0.339395
T0001	C0034	17.296673	0.388929
T0001	C0039	21.736533	0.557507
T0001	C0016	20.147863	0.454253
T0001	C0009	22.862140	0.483429
T0001	C0033	22.286779	0.445039
T0001	C0007	23.306255	0.552344
T0001	C0036	21.563954	0.423434
T0001	C0006	22.704142	0.434284
T0001	C0010	22.863833	0.371939
T0001	C0014	22.336020	0.336277
T0001	C0041	23.404594	0.415724
T0001	C0001	24.376583	0.421064
T0001	C0013	22.822546	0.335193
T0001	C0032	24.444533	0.407830
T0002	C0038	5.957025	0.491555
T0002	C0012	10.725980	0.476290
T0002	C0044	11.391928	0.469189
T0002	C0031	10.548836	0.367642
T0002	C0040	12.939903	0.501045
T0002	C0043	10.356663	0.308669
T0002	C0034	10.880098	0.349964
T0002	C0028	14.877163	0.459642
T0002	C0025	15.124467	0.458333
T0002	C0000	15.008591	0.423694
T0002	C0018	15.713540	0.410737
T0002	C0023	15.419016	0.431488
T0002	C0005	15.389308	0.389799
T0002	C0030	16.084322	0.441371
T0002	C0015	16.185819	0.438557
T0002	C0020	16.661388	0.382381
T0002	C0006	17.627683	0.322872
T0002	C0026	19.901314	0.440844
T0002	C0008	17.052179	0.349710
T0002	C0021	20.525578	0.494273
T0002	C0009	19.606162	0.451205
T0002	C0033	18.286295	0.379363
T0002	C0029	20.261723	0.444380
T0002	C0017	21.132830	0.469005
T0002	C0035	19.916444	0.307491
T0002	C0036	19.578502	0.360254
T0002	C0004	26.625782	0.586002
T0002	C0010	24.663385	0.378876
T0003	C0001	2.880510	0.467736
T0003	C0008	6.843405	0.666397
T0003	C0011	4.657749	0.514366
T0003	C0040	3.736793	0.448247
T0003	C0020	6.256996	0.475078
T0003	C0015	6.541231	0.491414
T0003	C0031	7.261648	0.469203
T0003	C0038	9.442604	0.482260
T0003	C0005	10.955587	0.566296
T0003	C0025	8.977369	0.481204
T0003	C0032	11.450920	0.468937
T0003	C0042	13.345300	0.522948
T0003	C0035	13.174164	0.510281
T0003	C0009	14.650394	0.572984
T0003	C0018	12.085816	0.458191
T0003	C0043	14.323881	0.505982
T0003	C0026	14.209490	0.544025
T0003	C0006	13.537247	0.476545
T0003	C0000	14.212324	0.445612
T0003	C0013	15.139938	0.476284
T0003	C0029	13.309887	0.403557
T0003	C0002	14.614994	0.460947
T0003	C0023	11.755888	0.316520
T0003	C0014	14.319692	0.425135
T0003	C0010	16.518796	0.448923
T0003	C0036	13.934630	0.294689
T0003	C0019	18.720226	0.526905
T0003	C0027	15.070272	0.380261
T0003	C0016	16.915914	0.417021
T0003	C0003	15.909376	0.410762
T0003	C0033	17.525156	0.435417
T0003	C0017	18.421448	0.417495
T0003	C0024	17.920577	0.466833
T0004	C0040	4.162087	0.507921
T0004	C0041	6.118285	0.452341
T0004	C0015	6.965748	0.489319
T0004	C0016	5.201157	0.415138
T0004	C0042	8.194281	0.459302
T0004	C0011	7.798816	0.505870
T0004	C0032	9.476077	0.476987
T0004	C0009	9.276697	0.472537
T0004	C0014	9.572323	0.533688
T0004	C0000	8.265105	0.430865
T0004	C0002	10.612063	0.474586
T0004	C0031	10.207071	0.456798
T0004	C0008	11.930657	0.487337
T0004	C0036	11.293728	0.460273
T0004	C0020	13.959702	0.547367
T0004	C0023	12.079899	0.418382
T0004	C0010	11.961693	0.362988
T0004	C0005	11.557729	0.356019
T0004	C0018	14.817079	0.442923
T0004	C0035	18.091156	0.578130
T0004	C0022	15.747367	0.413261
T0004	C0001	15.871837	0.372388
T0004	C0038	15.298248	0.396178
T0004	C0043	16.994673	0.442525
T0004	C0017	17.425048	0.445628
T0004	C0027	17.551083	0.454298
T0004	C0029	19.187209	0.350586
T0004	C0025	21.160280	0.482018
T0004	C0013	21.074843	0.504937
T0004	C0004	21.167818	0.399728
T0005	C0040	1.000000	0.485642
T0005	C0031	4.195105	0.555064
T0005	C0000	7.154430	0.482286
T0005	C0020	7.640086	0.506101
T0005	C0005	7.242929	0.459989
T0005	C0002	7.493346	0.486335
T0005	C0015	7.445295	0.432178
T0005	C0043	7.573327	0.445462
T0005	C0042	9.975893	0.532816
T0005	C0023	10.276631	0.501805
T0005	C0009	11.135091	0.587943
T0005	C0011	9.829211	0.499295
T0005	C0032	10.000210	0.453968
T0005	C0036	11.070583	0.469857
T0005	C0013	9.637821	0.414719
T0005	C0018	10.520245	0.472891
T0005	C0044	12.269409	0.496248
T0005	C0038	10.966448	0.472618
T0005	C0006	11.583919	0.463206
T0005	C0014	11.339200	0.363060
T0005	C0025	13.253707	0.418551
T0005	C0030	12.447600	0.379341
T0005	C0012	12.193580	0.370307
T0005	C0029	14.978164	0.490759
T0005	C0035	17.138778	0.539807
T0005	C0007	15.697330	0.450637
T0005	C0021	15.272074	0.442607
T0005	C0028	17.237875	0.445776
T0006	C0031	2.279020	0.472716
T0006	C0020	7.009506	0.524868
T0006	C0015	5.766360	0.426480
T0006	C0018	9.654806	0.480487
T0006	C0043	10.588315	0.509597
T0006	C0028	10.142297	0.474778
T0006	C0040	12.346647	0.587101
T0006	C0017	10.150357	0.407032
