task_id_list	courier_id	total_score	willingness
T0000	C0042	5.637294	0.438145
T0000	C0019	11.260934	0.629735
T0000	C0077	7.885115	0.470609
T0000	C0035	10.539769	0.563394
T0000	C0071	10.893804	0.508512
T0000	C0046	9.788434	0.363598
T0000	C0072	10.726678	0.461791
T0000	C0025	13.798177	0.544640
T0000	C0061	13.282329	0.423414
T0000	C0000	13.509109	0.485407
T0000	C0036	14.945915	0.564047
T0000	C0052	12.284625	0.347722
T0000	C0048	14.394443	0.466942
T0000	C0027	15.868609	0.538194
T0000	C0032	12.955997	0.355092
T0000	C0024	13.940704	0.417234
T0000	C0053	16.886777	0.557522
T0000	C0022	15.546087	0.420711
T0000	C0059	15.517592	0.440816
T0000	C0062	15.010760	0.321472
T0000	C0002	19.655248	0.565955
T0000	C0074	20.903478	0.641486
T0000	C0067	17.450298	0.413693
T0000	C0045	19.508317	0.410313
T0000	C0003	20.110578	0.462486
T0000	C0066	20.050115	0.442697
T0000	C0069	17.840365	0.326580
T0000	C0016	19.043610	0.398508
T0000	C0006	19.182429	0.334381
T0000	C0068	19.366078	0.422354
T0000	C0013	20.260293	0.379221
T0000	C0057	17.764675	0.273945
T0000	C0023	18.682491	0.280676
T0000	C0056	22.480265	0.494199
T0000	C0037	24.088878	0.498394
T0000	C0051	23.977039	0.466293
T0000	C0017	22.255639	0.346136
T0000	C0064	21.268405	0.329962
T0000	C0028	24.936413	0.404770
T0000	C0008	25.237939	0.411031
T0000	C0041	25.115403	0.421624
T0000	C0047	22.314287	0.240453
T0000	C0015	26.197163	0.405383
T0000	C0031	25.977999	0.425698
T0000	C0004	24.746052	0.326106
T0000	C0005	25.917821	0.389219
T0000	C0018	27.232553	0.443616
T0000	C0038	28.171846	0.532836
T0000	C0014	26.684967	0.371097
T0000	C0040	26.774928	0.381501
T0000	C0054	26.933557	0.349171
T0000	C0065	26.285040	0.383075
T0001	C0004	1.000000	0.640745
T0001	C0064	1.159469	0.474660
T0001	C0039	2.591973	0.521775
T0001	C0033	1.000000	0.426031
T0001	C0050	3.247010	0.482157
T0001	C0046	2.753457	0.484270
T0001	C0071	1.000000	0.395024
T0001	C0045	2.617361	0.389871
T0001	C0059	6.823577	0.548714
T0001	C0068	4.282342	0.412630
T0001	C0020	6.218468	0.516204
T0001	C0034	5.249275	0.397920
T0001	C0015	10.059459	0.641542
T0001	C0049	7.235739	0.452595
T0001	C0035	8.613255	0.538746
T0001	C0018	9.219724	0.589915
T0001	C0006	8.360651	0.486315
T0001	C0060	12.286710	0.645258
T0001	C0047	7.243044	0.451953
T0001	C0077	6.583774	0.388589
T0001	C0052	9.585306	0.565311
T0001	C0031	9.099857	0.509057
T0001	C0011	11.188630	0.473460
T0001	C0024	8.047327	0.323428
T0001	C0076	11.198708	0.541332
T0001	C0044	11.882744	0.504976
T0001	C0022	11.876112	0.464434
T0001	C0023	9.853588	0.437239
T0001	C0067	12.690707	0.476342
T0001	C0036	12.054465	0.464090
T0001	C0058	13.575826	0.482827
T0001	C0014	16.411975	0.623779
T0001	C0012	11.009860	0.329589
T0001	C0041	17.698587	0.659758
T0001	C0072	12.028835	0.408033
T0001	C0003	12.570337	0.368202
T0001	C0010	15.637711	0.564613
T0001	C0013	14.530426	0.475285
T0001	C0056	14.108581	0.375657
T0001	C0025	15.522953	0.444188
T0001	C0065	14.038234	0.420044
T0001	C0053	15.479212	0.441655
T0001	C0069	15.830655	0.437286
T0001	C0062	16.176472	0.434578
T0001	C0001	15.744452	0.465844
T0001	C0073	16.125962	0.462871
T0001	C0070	15.723694	0.362342
T0001	C0030	15.901044	0.370328
T0002	C0068	6.254752	0.545516
T0002	C0035	6.409693	0.536335
T0002	C0053	10.062331	0.610228
T0002	C0034	6.039258	0.344829
T0002	C0018	12.662543	0.603898
T0002	C0019	10.610466	0.452955
T0002	C0033	7.920547	0.351075
T0002	C0000	8.283139	0.413304
T0002	C0036	9.460640	0.416289
T0002	C0037	7.945819	0.325784
T0002	C0071	9.604209	0.452466
T0002	C0048	14.342147	0.679163
T0002	C0041	12.058702	0.500707
T0002	C0002	12.887480	0.540223
T0002	C0046	12.087340	0.458058
T0002	C0072	8.422556	0.304366
T0002	C0057	11.527658	0.461065
T0002	C0074	11.197673	0.403653
T0002	C0007	16.776435	0.652111
T0002	C0049	13.186472	0.444880
T0002	C0061	13.818576	0.457947
T0002	C0067	14.187510	0.456620
T0002	C0003	13.506093	0.384162
T0002	C0063	13.142430	0.419433
T0002	C0045	15.821634	0.450824
T0002	C0077	19.030920	0.631619
T0002	C0022	16.990745	0.525785
T0002	C0012	17.060098	0.455065
T0002	C0052	15.771314	0.407576
T0002	C0032	12.330355	0.282398
T0002	C0014	17.686459	0.496360
T0002	C0075	17.441218	0.483306
T0002	C0011	17.242957	0.496502
T0002	C0064	14.450800	0.343064
T0002	C0059	18.138881	0.528806
T0002	C0062	18.103912	0.518265
T0002	C0050	19.184347	0.518387
T0002	C0028	16.734498	0.382153
T0002	C0040	15.692640	0.290534
T0002	C0058	17.123382	0.374995
T0002	C0056	17.522153	0.424295
T0002	C0024	16.968858	0.386629
T0002	C0020	18.179405	0.487630
T0002	C0065	18.516479	0.429775
T0002	C0001	14.800925	0.260008
T0002	C0006	18.105484	0.340553
T0002	C0054	19.426483	0.448034
T0002	C0069	19.630424	0.430518
T0002	C0030	19.300508	0.434495
T0002	C0023	18.180404	0.371261
T0002	C0016	18.891907	0.346819
T0003	C0071	1.713970	0.487625
T0003	C0052	5.477010	0.578046
T0003	C0044	1.000000	0.292515
T0003	C0037	8.065167	0.628641
T0003	C0024	9.029654	0.636498
T0003	C0009	9.004988	0.657520
T0003	C0004	8.315430	0.530555
T0003	C0045	4.112854	0.348947
T0003	C0050	8.942041	0.523713
T0003	C0015	8.183297	0.450570
T0003	C0022	9.022573	0.538189
T0003	C0020	7.057198	0.384219
